Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
"decent job, not for everybody",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50079312.htm,3.0,"Jul 21, 2021",Workplace Planning Consultant,"Former Employee, more than 3 years",,Pros,"training and paid licensing, job security, benefits, service and sales experience",Cons,"fairly unrealistic expectations revolving around bonus metrics, random overtime added to your schedule without asking you first, very volatile subject matter which will give you a wide range of angry clients, understaffed so the call queue is regularly over 1000 people on hold, poor communication between business units leading to several ""oops"" moments which you must present to the client. You will be told there are plentiful opportunities to get into a role that is not on the phones, whether it's in the same business unit or elsewhere in the company, but I would like to see you try to get one of those jobs.. good luck",
Great Place to Work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW45778938.htm,4.0,"Apr 20, 2021",Finance,Current Employee,"Jacksonville, FL",Pros,"-Depending on business unit, flexible hours
- Relief Time for COVID related time off
- Benefits are great
- Transparency of bonus structure and pay",Cons,"-Depending on business unit, highly unorganized, lack of communication
- No back up for working parents/caregivers
- Depending on business unit, time off can severely diminish your bonus potential 
- Unsupportive managers when it comes to family/personal issues
- Lots of hoops to jump through to utilize PTO, Relief Time and Flex Time. PTO is restricted.
- Overwhelming call and case volume. Unrealistic expectations when it comes to performance.",
Client Services,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57514953.htm,5.0,"Jan 6, 2022",Client Service Associate,Current Employee,"Westlake, TX",Pros,"ability to work along with important Clients from various companies 
work along with other team mates
meet with upper management
lots of growth opportunities 
seek help from an onsite career couch
gain multiple experiences",Cons,i have only been working with Fidelity for less then a year,
4/5,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW53634777.htm,4.0,"Oct 6, 2021",Investment Solutions Representative,"Current Employee, less than 1 year",,Pros,"Great benefits package, average pay, pretty decent bonuses based on performance. Good training",Cons,"Horrible Hours. Retail is open 24/7, this role, 8am-10pm EST 7 days a week. Call center role, basically helping clients transfer money to Fidelity.",1
Great place to work!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56639569.htm,4.0,"Dec 13, 2021",Anonymous Employee,"Current Employee, more than 3 years","Research Triangle Park, NC",Pros,Work life balance and benefits are amazing.,Cons,"It's a huge, old, stable company and the tech really isn't that interesting in most parts of the business. Base compensation also tends to be on the low side as well.",
FR,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW61147690.htm,5.0,"Mar 14, 2022",Anonymous Employee,"Current Employee, less than 1 year",,Pros,"Pay, environment, wfh, equipment,
Bonus work",Cons,"Hours, management, breaks, time, and schedule",
Pay irregularities even within same business unit,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57758310.htm,1.0,"Jan 11, 2022",Software Engineer,"Current Employee, less than 1 year","Durham, NC",Pros,Work Career-growth  Benefits Culture diversity,Cons,"Very less Base Pay, Lot of inequality in Base Pay allocation even for same Salary Grade. Managers are absolutely not transparent about this. Overall very uncompetitive Pay compared to other companies in the same region",3
Best Company I have ever worked with,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60065971.htm,5.0,"Feb 21, 2022",Senior Software Engineer,"Current Employee, more than 1 year","Merrimack, NH",Pros,- Defined processes - Value everyone's feedback,Cons,- Slow to adapt but will get there eventually,
Information technology,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58341744.htm,4.0,"Jan 21, 2022",Vice President,"Former Employee, more than 10 years","Boston, MA",Pros,Excellent private compensation at the higher levels,Cons,Networking is key and if you are not good at it can hurt you,
Great company and lots of opportunities for advancements.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58254551.htm,5.0,"Jan 20, 2022",Work Place Planning Consultant,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,"Career development, pay, and awesome benefits.",Cons,Busy seasons could be draining.,
Amazing Place to Work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60793621.htm,4.0,"Mar 8, 2022","Director, Human Resources",Former Employee,,Pros,Amazing Benefits Strong Leadership Career Mobility/Vitality Initiative,Cons,Work volume can limit work/life balance,
Best company I've ever worked for.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58192748.htm,5.0,"Jan 19, 2022",Investment Solutions Help Desk,"Current Employee, more than 3 years","Dallas, TX",Pros,I can't list enough pros after working here for 3 years now.,Cons,"None at all, best company.",
Financial Representative,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60043151.htm,5.0,"Feb 21, 2022",Financial Representative,"Former Employee, more than 3 years",,Pros,Wonderful place to work and career advancement,Cons,"no, great place to work.",
Awesome Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55886901.htm,5.0,"Nov 26, 2021",Client Relationship Advocate,"Former Employee, more than 1 year","Jacksonville, FL",Pros,"The company as a whole and the individual managers seem to really care about their employees just as much as they care about their customers.

Bonuses and pay is pretty good in comparison to other firms/same job responsibilities.",Cons,Sitting at a desk tied to a phone all day with mass amounts of calls coming in.,1
Fidelity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59923508.htm,5.0,"Feb 18, 2022",Senior Executive Administrator,"Former Employee, more than 10 years","Durham, NC",Pros,Fantastic company to work for. Benefits are very generous.,Cons,I have no cons to report.,
Customer Response Manager,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60253730.htm,4.0,"Feb 24, 2022",Customer Response Manager,"Current Employee, more than 1 year",,Pros,"Great pay and benefits!

Work - Life balance is great",Cons,The culture is a bit rigid at times.,
Great long term company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57756513.htm,4.0,"Jan 11, 2022",Vice President,"Current Employee, more than 8 years","Boston, MA",Pros,"Benefits, 401k match, equity, very smart people",Cons,"sometimes slow to execute, not cutting edge, very hard to get ahead but getting better",
Good company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60598351.htm,4.0,"Mar 3, 2022",High Net Worth Financial Representative,"Former Employee, less than 1 year","San Diego, CA",Pros,Good benefits and good pay. Nice people,Cons,"Customer service, phone center job. 
Tough clients",
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58675182.htm,5.0,"Jan 27, 2022",Senior Software Engineer,Current Employee,"Covington, KY",Pros,"Easy to move internally,
Great benefits, you really feel like they care about you, work life balance is fantastic",Cons,Getting promoted can be more about politics than your contributions.,
Grossly underpaid,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55205588.htm,2.0,"Nov 10, 2021",Data Engineer,"Current Employee, less than 1 year","Durham, NC",Pros,"- Learning culture
- Good team
-",Cons,"- UNFAIR pay
- Worse recruiting experience, no value placed on previous highly transferable work experience and skill set.
- Over work
- Performance Rating tied to tenure. Hard work, effort and dedication doesn’t equate to much if you haven’t been with the company long enough
- Rich gets Richer, those who are paid more gets incentivized even more",2
Great Company to Work For,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58944133.htm,4.0,"Feb 1, 2022",Customer Relationship Advocate,Current Employee,"Jacksonville, FL",Pros,"Good starting pay 
Great benefits 
Training is exceptional",Cons,"Most jobs are phone based 
Licensing is very hard/stressful 
Communication with higher ups can be hard sometimes",
Great company to work for,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59501023.htm,5.0,"Feb 11, 2022",Customer Relationship Advocate,"Current Employee, less than 1 year","Durham, NC",Pros,"Room to grow
Entry level-no finance experience needed
Incredible benefits
Very flexible work from home/office schedule",Cons,"Low starting pay
Fast pace learning environment",
Great Entry Level Job,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW49459075.htm,5.0,"Jul 7, 2021",Financial Representative,"Current Employee, less than 1 year","Durham, NC",Pros,"Positive work environment, very professional, lots of growth opportunities, and they treat their employees equally & respectfully. I thoroughly enjoyed the immense amount of accomodations they offer their staff from the food cafeteria, fitness center, comfortable work space, cultural immersions they set the tone to make everyone from all walks of life welcome. Also their training is VERY thorough. They work very hard to educate & keep everyone up to date with the latest things in the industry or world. Last but not least, Weekends off =)",Cons,"Hour lunches should be mandatory, but they only give 30 minutes & that's just not enough time to get to your food, eat, and sign back in on time.",
No stock plan purchase,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59699910.htm,3.0,"Feb 15, 2022",Senior Operations Specialist,"Current Employee, less than 1 year","Westlake, TX",Pros,Working from home flexible schedule,Cons,"Does not offer stock plan purchase to employees.
Forced over time",
It’s okay,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50384386.htm,3.0,"Jul 28, 2021",Financial Consultant,"Current Employee, more than 5 years",,Pros,Good pay compared to the amount of work you have to do. It’s great if your manager isn’t a total jerk,Cons,"This role largely depends on your manager and which location you’re in. If you’re not getting a lot of leads they expect
You to pull business out of thin air.",2
Good place to learn,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58848838.htm,4.0,"Jan 31, 2022","Vice President, Financial Consultant","Former Employee, more than 5 years",,Pros,good exposure to working as a financial planner,Cons,- micro managed - very corportate,
Going over 401k plans,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59779357.htm,5.0,"Feb 16, 2022",Money-In Associate,"Current Employee, more than 1 year","Covington, KY",Pros,"Great company, moving up opportunities, good benefits",Cons,"working from home, low pay for education at work",
"Great Company, Terrible for your mental health",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50443695.htm,4.0,"Jul 29, 2021",Tax Exempt Representative II,Former Employee,"Merrimack, NH",Pros,Opportunity to grow. I had great managers in my different positions.,Cons,"You have to be in the call center for at least a year before you can explore other positions. People can be so horrible on the phones, and you don't get the support you need for escalated customers. Lack of training for new hires makes job harder for current employees- lots of mistakes, misinformation, etc... They also base your quarterly bonus (after being hired on full time) on statistics of your calls even the bad surveys you get from customers (especially when the survey wasn't for you, but another associate who had the call before you).",
Software Engineer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60422301.htm,3.0,"Feb 28, 2022",Software Engineer,"Current Employee, less than 1 year",,Pros,Work-life balance is great at the firm,Cons,Not enough learning opportunities at the firm,
FC,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60531574.htm,3.0,"Mar 2, 2022",Financial Consultant,"Former Employee, more than 5 years",,Pros,Great benefits Great people Time off,Cons,"No work life balance
Managed account fees are too high
Stressful",
Great Culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59736956.htm,5.0,"Feb 15, 2022",Client Relationship Associate,"Current Employee, more than 1 year",,Pros,Great culture & lots of upward mobility,Cons,No cons we’re apparent to me,
Great,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59872128.htm,4.0,"Feb 17, 2022",Financial Consultant,"Former Employee, more than 8 years","San Diego, CA",Pros,"Great compensation
Learn a lot of skill sets
Great benefits",Cons,"Hard to take time off for those driven
Hustle every single month",
Great experience,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57704763.htm,5.0,"Jan 10, 2022",Corporate Finance Intern,Former Employee,"Boston, MA",Pros,Got me involved in an impactful project that made its way up to senior management. Definitely unique for an internship experience.,Cons,"Due to informational bottlenecks, sometimes had to wait long periods of time for new projects.",
Not for everyone,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60652045.htm,3.0,"Mar 4, 2022",Financial Consultant,Current Employee,"Saint Paul, MN",Pros,"Work from anywhere policy.
No cold calling.",Cons,Must do everything their way!,
BEST Financial Service Company in the Industry,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW48423067.htm,5.0,"Jun 16, 2021",Financial Planner,"Current Employee, more than 1 year","Columbia, MD",Pros,"GREAT benefits. Fair compensation structure that gives you some stability but also challenges you to reach your uncapped earning potential. Unparalleled support and resources to help you to excel in your role. For such a large organization, transparency at the branch level is AMAZING. BEST onboarding experience in the entire industry. Always encouraged to be professionally curious Ave to celebrate your own successes and the successes of your fellow associates.",Cons,VERY fast-paced and can feel like your drinking from a fire hydrant. WAY TOO MANY acronyms and company jargon within various business units. Long vetting/hiring process.,
Great company towork,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59149887.htm,5.0,"Feb 5, 2022",Senior Software Engineer,"Former Employee, more than 10 years","Boston, MA",Pros,company has great benefits package,Cons,high workload and extreme stress,
Great place to have a career in finance,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55841492.htm,5.0,"Nov 25, 2021",Portfolio Specialist,"Current Employee, more than 8 years","Jacksonville, FL",Pros,Great work life balance; Managers are awesome and very supportive; Excellent culture overall,Cons,Jacksonville Regional site doesn't offer asset management opportunities,
Pretty good company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59849091.htm,3.0,"Feb 17, 2022",Customer Service Representative,Current Employee,"Killeen, TX",Pros,"Stability, great people, great schedule",Cons,"Call center, talking on the phones, emphasis on metrics",
Great company to work for and to move up in,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW48843489.htm,5.0,"Jun 24, 2021",Project Assistant,"Current Employee, less than 1 year","Westlake, TX",Pros,"- Great benefits (401k match is extraordinary, paternity and maternity leave is great, student loan assistance, health insurance, and more) - Flexibility - They are encouraging of people who want to explore different roles within the company - Awesome working environment and culture, even though they are a big company they are good at keeping people in the loop and connected",Cons,"- Sometimes low pay for what you do, depending on the position - If you move from Workplace Investment to Personal Investment you might have to start back on the phone services and climb up",
They’ve been pretty good to me.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50463614.htm,4.0,"Jul 29, 2021",Workplace Planning Consultant,"Current Employee, more than 8 years","Jacksonville, FL",Pros,"7% 1:1 company match on base plus bonuses. Contribute up to 50% of bonus to 401k & they will match up to 7% 1:1 there too.

Tuition reimbursement 90% if you pass your classes with a C. Masters degrees converged at 10k per year if you major in a relevant field.

Flexible time off without fear of reprisals.
Stay employed even in lean economic markets. 
Fathers get 3 months of parental leave for new borns.
Adoption services.
Concierge services for those who want to plan that special date or marriage proposal.

Paid child care by the firm on days they need you if come in if another sight is snowed by request. Discounts on other days at approved sites.

Night time Differential pay at 5% for folks who work past 6 PM. That increases to 20% for those who work past 8 PM of your eligible based compensation per hour. 

Christmas bonuses 2 to 3 times every five years. Usually 1 pay period awarded. There have been other types of incentive pay depending on call volume to encourage us to not cancel auto OT when applied awarded in cash, stock grants, one day off, Fidelity cash for merchandise, etc.

No weekend requirements for those supporting workplace roles. Personal investments roles may have weekend hours depending on the job.

More Telework is available due to Covid19.

Real career development exit here. Some managers are better at this than others. I’ve always felt that they’re pushing me to take up the next challenge. Even at times when I wasn’t ready to move up or just getting complacent.

Fun stuff at call centers. Choose any of these clubs: Women in Leadership, Aspire, FidVets, FinTech, President Circle, Leadership Summit, etc... they always have something going on for you to network and use to move on up. It’s up to you to hustle and play the game.

Pre Covid19 we had hot air balloon rides, dragon boat competitions, BBall breaks, volleyball teams, zombie nights for Halloween, BBQ competitions, ice cream socials, team outings, camping trips, visiting chefs at some sights, team potlucks, free food and I’m talking about the good stuff NOT pizza. You can definitely gain major weight at certain sites.

No worries because some sites have a full service gym w/ personal trainers, classes, and nutritionists.

 At Our sites we got the choice to take a walk and discuss our development plans or monthly business results around one of the many nature trails.",Cons,"Bonus metrics change a lot.

Managers depending on the site location change a lot in the call centers for sure.
 
Will push you hard to keep up with the ever changing metrics in order to stay relevant if you want to get promoted. Only to hire a guy off the street to the branch with 6 months of car sales experience, no degrees in the field, and has to still get his S7 & 63.

You have a better chance of jumping a few slots to get to where you want if you work at Fidelity for 1-3 years. Quit; then work elsewhere for 1-2 years only to come back to Fidelity.

Serious issues at to many of the branches when it comes to hiring women, professionals with ascents, or they may serve in locations with above average demographics or immigrants without one person in the branch that can speak their language. These folks tend to have small to midsize size businesses. They horde cash and don’t have someone they trust to reach out to them. However, executive management is aware and working on making the hiring process better. I can tell that change is happening. It’s not HQ more so the mindset of the financial industry at the local levels. 

Management feedback for the interview process can be largely lackluster. Heard from other top performers that the feed back was non existent or borderline suspect. Being told to smile more during the interview or joke more at team meetings is NOT productive feedback for a job interview. Especially when they seem to selectively provide this to certain “types.”

Healthcare plan is average. Family plan is 3k high deductible. They do give you $1500 per year to your HSA to offset that high @-&:?:?’ Plan. Prescription med and co pays prices were higher for me than my previous employer.

Pay is actually lower than the national average for a license professional.",3
"Good job security, Great benefits, Call Center Environment",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW51509855.htm,4.0,"Aug 23, 2021",Workplace Planning Consultant,"Current Employee, more than 5 years","Covington, KY",Pros,Fidelity has a really good benefits and good job security. Work from home option offers good flexibility.,Cons,"Pay was not great to start and annual raises only 1-2%, if that. Call center environment gets old very fast and they don't give you much of a break from talking to customers all day long.",
Solid place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59515280.htm,4.0,"Feb 11, 2022",High Net Worth Financial Representative,"Current Employee, more than 5 years","Covington, KY",Pros,"Great benefits, great leadership, industry leadership",Cons,Hard to stand out among peers.,
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW51317116.htm,4.0,"Aug 18, 2021",Customer Relationship Advocate,"Former Employee, less than 1 year","Greenwood Village, CO",Pros,"I loved how much they care for their employees, everyone is helpful and friendly, the benefits are great, and they are very flexible with working from home and provide all the equipment.",Cons,There are hard rules and timelines on being able to move to other positions and it's all about stats. People are also incredibly rude on the phone- it's hard to handle if you're sensitive.,1
"Great benefits, decent job",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58868947.htm,3.0,"Jan 31, 2022",Team Lead,"Former Employee, more than 8 years",,Pros,"They have great medical, dental, and vision benefits.",Cons,"Micromanaged call center environment can be very stressful, no downtime, scheduled breaks and lunches",
Locations,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW45745709.htm,4.0,"Apr 19, 2021",Customer Relationship Advocate,"Current Employee, less than 1 year","Merrimack, NH",Pros,"Perks at work, benefits and education in regards to Series 7 etc.",Cons,"Locations. Merrimack, Jacksonville and Covington KY aren't exactly bucket list places.",1
Great culture/benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58297199.htm,5.0,"Jan 20, 2022",Customer Relationship Advocate,"Current Employee, less than 1 year",,Pros,Culture is fun and enjoyable. Pay is good given level of work.,Cons,Call after calm can be emotionally draining.,
Competitive pay and good benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57636915.htm,4.0,"Jan 9, 2022",Client Specialist,"Former Employee, more than 1 year","Boston, MA",Pros,Boston location. Large number of employment positions available. Possible to move and advance within the company.,Cons,It is a money management firm. Some people might like to work in a different industry.,
"Excellent employer, difficult to move up",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55287871.htm,5.0,"Nov 12, 2021",Anonymous Employee,Current Employee,"Boston, MA",Pros,Excellent work culture and smart people,Cons,Difficult to move up without a lot of political maneuvering and 'knowing the right people',
Amazing company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59964086.htm,5.0,"Feb 19, 2022",Associate Software Engineer,"Current Employee, more than 1 year","Durham, NC",Pros,"Amazing work environment 
Great people to work with",Cons,"None whatsoever, it’s a great company",
Salary,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60061131.htm,5.0,"Feb 21, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year",,Pros,"Great pay
Good starting salary
Good hours",Cons,Need to pass finra license exams to continue working,
"Amazing people, training, and benefits",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57807789.htm,5.0,"Jan 12, 2022",Customer Relationship Advocate,Current Employee,"Merrimack, NH",Pros,"High quality training for those without financial experience. excellent benefits, supportive and encouraging leadership, opportunities for future career movement, work from home supported",Cons,None that I can think of.,
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58441850.htm,4.0,"Jan 24, 2022",Investment Solutions Representative,"Former Employee, less than 1 year","Dallas, TX",Pros,"Great management, not overwhelming work",Cons,job is required to pass series 7 exam.,
fidelity cra,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57470211.htm,3.0,"Jan 5, 2022",Customer Relationship Advocate,"Current Employee, more than 1 year","Merrimack, NH",Pros,"easy, good benefits, get paid to get licenses",Cons,"have to deal with idiots on the phone all day, some of whom are rude. no clear career advancement, not a great salary",2
Great job,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57451395.htm,5.0,"Jan 5, 2022",Answering Service Operator,"Former Employee, less than 1 year",,Pros,"Great work environment, great people, and room for growth",Cons,"Must work minimum 25 hrs a a week, takes a lot of work to move up in company,",
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57742796.htm,5.0,"Jan 11, 2022",Customer Relationship Advocate,"Current Employee, less than 1 year","Merrimack, NH",Pros,Fidelity truly cares about it’s employees and has great benefits.,Cons,It’s a heavily regulated industry and it requires a lot of studying and constantly absorbing new information.,
"Nepotism, Lies, Onliviusness",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50982301.htm,2.0,"Aug 11, 2021",High Net Worth Associate,"Former Employee, more than 1 year","Salt Lake City, UT",Pros,"COVID so people could wfh because it’s a waste of company resources to have office space for a job everyone’s doing just fine at home. 

There’s a lot of really kind and good people at the company. They’re the one thing that makes it good. This is specific to lower level employees, not any form of leadership.",Cons,"I wouldn’t know where to start. 

Abby Johnson attempting to create the cult called Fidelity is failing and outflow at the firm is coming. They’re anti-fiduciary approach will cost them majorly with the CFP Board.

 They take no feedback from employees with knowledge of this and other things that are unethical and would violate even Reg BI.

Recruiters will tell you that unless you have a CFA Level I upon graduation from an Ivy League school , or you can never be an analyst. After LinkedIn review this is not true, and I cross referenced who didn’t qualify for those “standards” I found those not from Ivy League had some nepotism within the company, generally at a VP or higher level 

This east coast bias here is incredible. Call centers everywhere else-with about 1/5 the pay of anyone in Massachusetts. 

I don’t recommend this firm to anyone. They’ll preach a holistic happy fun approach- the reality is nothing close. 

Abby Johnson just because you were born into the most successful mutual fund company- does not mean anyone should worship you the way it’s demanded from the top down. It’s actually pretty pathetic you feel the need to plaster your own quotes and face everywhere. 

Best of luck to all those who dare enter these jobs. Congratulations to those who’s dad bought them an Ivy League education and nepotistically raised the wealth differential in this country. Fidelity is the epitome.",3
Cult,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW46545355.htm,1.0,"May 5, 2021",Customer Relationship Advocate,"Former Employee, more than 1 year","Jacksonville, FL",Pros,Get your licenses and leave,Cons,"Drink that koolaid or else you won't last. This is an absolutely miserable job, manager was completely incompetent and was an absolute joke to watch her interact with other leads. Denied first time off request after 5 months of working. You're not going any where, once your're on the phones there is absolutely no movement. The internal technology is from the 1980s. I would never hold my money at this place and no one ever should. Fidelity definitely writes their own ratings because there is simply no way people give them such good feedback. The training program is actually horrible in covid conditions, if you need extra help good luck in a zoom class of 300 people. If you're a college grad and think this sounds like a good start, simply don't do it, you will have your soul sucked out of you 6 months into your career.",11
Cra,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60195075.htm,5.0,"Feb 23, 2022",Customer Service Representative,Current Employee,,Pros,Love working at fidelity great environment,Cons,"Nothing, i have no cons",
Great place but emotionally exhausting,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW47413105.htm,4.0,"May 25, 2021",Customer Relationship Advocate,"Current Employee, less than 1 year","Greenwood Village, CO",Pros,"Paid training, great benefits, hire the best people",Cons,The training process is emotionally exhausting. You don’t feel prepared. I don’t feel as if I have a real connection with any manager. You are one person in a sea of many people.,5
Benefits Review,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW51990679.htm,4.0,"Sep 2, 2021",Financial Advisor,"Former Employee, more than 3 years",,Pros,Great company benefits. Paid time off. HSA. Retirement with company match and profit sharing. Solid training program with ongoing field support. Good overall compensation structure. Tends to change so I won't comment on that because my comments would probably be outdated.,Cons,"I wouldn't call this a con, but be prepared to work really hard and if you're not used to having a lot of interested parties in your work and performance you may want to consider a different route other than financial advisor in this type of role.",1
"Great company, lower pay",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55663200.htm,3.0,"Nov 21, 2021",Financial Analyst,"Current Employee, more than 3 years","Westlake, TX",Pros,"Fidelity Investments is a great company for people starting out but long term I wouldn't recommend it. I know so many of my coworkers who leave for similar positions at a different company for 10K-20K higher. The benefit is great, however, they underpaid employees",Cons,"underpay employees, non- competitive salary",2
Good benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59079809.htm,4.0,"Feb 3, 2022",Customer Service Representative,"Former Employee, less than 1 year","Merrimack, NH",Pros,"Good benefits 
Good pay
Remote option",Cons,"A lot of calls
Annoying customers calling
Back to back calls and unrealistic expectations",1
Call center,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59413686.htm,2.0,"Feb 9, 2022",Financial Associate,Current Employee,,Pros,"Gain experience in the financial industry 
Great networking opportunity
Great benefits",Cons,Career mobility for call center associates Salary for call center associates,
Excellent Employer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60067830.htm,5.0,"Feb 21, 2022",Financial Analyst,"Current Employee, more than 8 years","Chicago, IL",Pros,Salary Salary Salary Salary Salary,Cons,None none none none none,
RM,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58616605.htm,4.0,"Jan 26, 2022",Relationship Manager,"Former Employee, more than 5 years","Salt Lake City, UT",Pros,Great training. L&D is top notch.,Cons,Can be cut-throat environment.high burnout rate in sales.,
"Great people, benefits",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59033558.htm,5.0,"Feb 3, 2022",College Program Manager,"Current Employee, more than 5 years","Merrimack, NH",Pros,"Great People
Benefits Package
Leadership
Training
Time off flexibility",Cons,"Low salary, but makes up for it with total pay and benefits package",
Great benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56911549.htm,4.0,"Dec 20, 2021",Client Management Representative,"Former Employee, less than 1 year","Jacksonville, FL",Pros,The company has great benefits. The people there really care about the clients and employees.,Cons,Long hold times for clients. New hire and role training leaves lots to be desired In a remote setting.,
Review,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW53505639.htm,3.0,"Oct 4, 2021",High Net Worth Associate,"Former Employee, more than 3 years","Westlake, TX",Pros,"401k match, Good health/wellness benefits, Licensing support for Series 7, 63 etc. Movement within company",Cons,"Management rotation (Had 4 separate managers in my 2 years). 

A timed day to the minute and second i.e. have to code out of everything you do like using break, lunch, emailing and if you forget, it completely wrecks your daily stats.

Being on the phone for 8-10 hrs a day with angry clients is a mental grind.",2
Great company depending on manager,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57899510.htm,4.0,"Jan 13, 2022",Workplace Guidance Consultant,"Former Employee, more than 5 years",,Pros,great place to work with amazing benefits,Cons,"middle management, little growth options if you don't know the right people. pay may be lower than industry average.",
Good place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59714937.htm,4.0,"Feb 15, 2022",Principal Data Engineer,"Current Employee, more than 3 years",,Pros,"Flexibility,Work Life Balance, Mobility, Benefits",Cons,"Restrictions
Lots of policies, procedures and rules",
